EventCodeKey,SAMPLENUM,Station,Date,CollectionDateString,RotiferSamples_SiteDepth,LatitudeDD,LongitudeDD,Mesh,Strata,Bot Z,Top Z,pNAUPLII,ROTIFER,VELIGER,SampleDepthCode,Depth,Temperature_C,ChlA_ugL,SampleChlA_SiteDepth
stn34_20180619_D_LG,8044-c,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,hypo,100,50,44.1,0.5,51.4,DCL,20,5.5,1.870375418,137.5
stn34_20180619_D_LG,8044-b,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,meta,50,20,15.5,0,73.2,DCL,20,5.5,1.870375418,137.5
stn34_20180619_D_LG,8044-a,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,epi,20,0,1959.7,108.4,770.2,DCL,20,5.5,1.870375418,137.5
stn715_20180522_N_LG,8032-a,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,epi,20,0,225.1,300.4,104.3,MEP,10,3.8,1.868360407,153.2
stn715_20180522_N_LG,8032-b,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,meta,50,20,12.9,0.4,4.6,MEP,10,3.8,1.868360407,153.2
stn715_20180522_N_LG,8032-c,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,hypo,100,50,13.2,4.4,7.2,MEP,10,3.8,1.868360407,153.2
stn62_20180621_D_LG,8064-a,stn62,2018-06-21,20180621,46.5,43.82815,-76.99186667,64,epi,20,0,11993.4,2333.3,560.9,SRF,2,15.5,1.867872562,46.5
stn49_20180622_D_LG,8059-a,stn49,2018-06-22,20180622,46.9,43.77098333,-77.42478333,64,epi,20,0,521,10091,5359.1,LEP,11,13.4,1.863503171,46.9
stn9_20180620_D_Cisco,DFO303-a,stn9,2018-06-20,20180620,66.8,43.586667,-79.395,64,epi,20,0,1283.2,1525.2,23733.5,Epi,8,NA,1.858321,66.8
stn33_20180925_N_LG,8299-a,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,epi,20,0,1173.2,3053.7,4381.1,MEP,9.9,18.7,1.857436928,133
stn33_20180925_N_LG,8299-b,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,meta,50,20,1013.8,17.8,21.4,MEP,9.9,18.7,1.857436928,133
stn33_20180925_N_LG,8299-c,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,hypo,100,50,87.6,1.8,34.2,MEP,9.9,18.7,1.857436928,133
stn27_20180619_D_LG,8042-a,stn27,2018-06-19,20180619,102.5,43.68971667,-78.82913333,64,epi,20,0,4111.2,148.9,357.5,LDCL,30,4.1,1.851964583,102.5
stn715_20180621_D_LG,8066-b,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,meta,50,20,212.3,65.3,231.7,SRF,2,14.9,1.845601391,149.3
stn715_20180621_D_LG,8066-a,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,epi,20,0,5496.5,2923.6,3180.6,SRF,2,14.9,1.845601391,149.3
stn715_20180621_D_LG,8066-c,stn715,2018-06-21,20180621,149.3,43.63643333,-76.96826667,64,hypo,100,50,10,2.3,19.9,SRF,2,14.9,1.845601391,149.3
stn34_20180521_D_LG,8004-a,stn34,2018-05-21,20180521,135.5,43.4622,-78.76003333,64,epi,20,0,4211.6,1355.4,1141,LEP,10,7,1.836,135.5
stn34_20180521_D_LG,8004-c,stn34,2018-05-21,20180521,135.5,43.4622,-78.76003333,64,hypo,100,50,72.4,13.1,29.8,LEP,10,7,1.836,135.5
stn34_20180521_D_LG,8004-b,stn34,2018-05-21,20180521,135.5,43.4622,-78.76003333,64,meta,50,20,194.1,11.3,18.7,LEP,10,7,1.836,135.5
stn19_20180905_D_Cisco,DFO334-a,stn19,2018-09-05,20180905,109,43.383333,-79.285,64,epi,7,0,502.7,944.9,1078.1,Epi,7,NA,1.825171,109
stn28_20180726_D_LEII,8156-a,stn28,2018-07-26,20180726,62,43.77416667,-78.85466667,64,epi,20,0,1479.5,1783,768.1,MEP,7,20.6,1.824,62
stn39_20180620_D_LG,8056-a,stn39,2018-06-20,20180620,153.7,43.48628333,-78.00055,64,epi,20,0,4115.1,427,405.8,DCL,14,5.7,1.818451772,153.7
stn34_20180731_N_LEII,8165-c,stn34,2018-07-31,20180731,141,43.4615,-78.75933333,64,hypo,100,50,66.4,8.7,516.4,LDCL,25,4.64,1.816,141
stn34_20180731_N_LEII,8165-b,stn34,2018-07-31,20180731,141,43.4615,-78.75933333,64,meta,50,0,906,304.6,2010.6,LDCL,25,4.64,1.816,141
stn34_20180731_N_LEII,8165-a,stn34,2018-07-31,20180731,141,43.4615,-78.75933333,64,epi,20,0,2002.4,658.1,7776.5,LDCL,25,4.64,1.816,141
stn41_20180814_D_LG,18GO56I74,stn41,2018-08-14,20180814,132,43.71650333,-78.027165,64,epi,20,0,4440,13016.3,4681.45,SRF,2,24.1,1.808,132
stn41_20180620_D_LG,8054-a,stn41,2018-06-20,20180620,127.7,43.715785,-78.02808833,64,epi,20,0,7790.5,1659.8,6230.5,SRF,2,14.9,1.80281953,127.7
stn63_20180621_D_LG,8065-a,stn63,2018-06-21,20180621,85.2,43.73246667,-77.01631667,64,epi,20,0,890.2,3144.3,5406.6,MEP,5,14.4,1.801674156,85.2
stn715_20180523_D_LG,8026-c,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,hypo,100,50,5.8,0.2,0.7,MEP,10,3.9,1.795353385,152.7
stn715_20180523_D_LG,8026-b,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,meta,50,20,38.8,11.1,6.5,MEP,10,3.9,1.795353385,152.7
stn715_20180523_D_LG,8026-a,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,epi,20,0,253.6,60.3,149.8,MEP,10,3.9,1.795353385,152.7
stn34_20180619_D_LG,8044-c,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,hypo,100,50,44.1,0.5,51.4,SRF,2,13.2,1.78126952,137.5
stn34_20180619_D_LG,8044-b,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,meta,50,20,15.5,0,73.2,SRF,2,13.2,1.78126952,137.5
stn34_20180619_D_LG,8044-a,stn34,2018-06-19,20180619,137.5,43.46465,-78.752805,64,epi,20,0,1959.7,108.4,770.2,SRF,2,13.2,1.78126952,137.5
stn39_20180522_D_LG,8016-a,stn39,2018-05-22,20180522,153,43.48628333,-78.0005,64,epi,20,0,1558.5,529.9,261.6,MHY,76.5,3.8,1.776,153
stn33_20180521_D_LG,8003-c,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,hypo,100,50,263.4,9.3,45.5,10,10,3.7,1.772,135.7
stn33_20180521_D_LG,8003-b,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,meta,50,20,279.8,7.5,32.8,10,10,3.7,1.772,135.7
stn33_20180521_D_LG,8003-a,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,epi,20,0,3604.5,187.3,177,10,10,3.7,1.772,135.7
stn27_20180726_D_LEII,8157-a,stn27,2018-07-26,20180726,102,43.69,-78.8305,64,epi,20,0,5005,951.5,0,SRF,2,21.1,1.772,102
stn33_20180618_N_LG,8049-a,stn33,2018-06-18,20180618,135.8,43.5959,-78.81518333,64,epi,20,0,4213.8,105.3,1831.2,UDCL,10,9.9,1.77064299,135.8
stn33_20180618_N_LG,8049-b,stn33,2018-06-18,20180618,135.8,43.5959,-78.81518333,64,meta,50,20,16.1,0.1,36.1,UDCL,10,9.9,1.77064299,135.8
stn33_20180618_N_LG,8049-c,stn33,2018-06-18,20180618,135.8,43.5959,-78.81518333,64,hypo,100,50,42.8,0.3,30.7,UDCL,10,9.9,1.77064299,135.8
stn19_20180725_D_LEII,8169-a,stn19,2018-07-25,20180725,105,43.38316667,-79.28516667,64,epi,20,0,978.7,1530.1,15286.1,SRF,2,20.7,1.768,105
stn69_20180621_D_LG,8067-b,stn69,2018-06-21,20180621,192.1,43.59906833,-76.710005,64,meta,50,20,17.8,3,5.4,LDCL,14.1,7.7,1.753356319,192.1
stn69_20180621_D_LG,8067-c,stn69,2018-06-21,20180621,192.1,43.59906833,-76.710005,64,hypo,100,50,28,2.3,8.4,LDCL,14.1,7.7,1.753356319,192.1
stn69_20180621_D_LG,8067-a,stn69,2018-06-21,20180621,192.1,43.59906833,-76.710005,64,epi,20,0,6445.1,732.4,348.7,LDCL,14.1,7.7,1.753356319,192.1
stn70_20180924_D_LG,8318-a,stn70,2018-09-24,20180924,165.7,43.5415,-76.617667,64,epi,20,0,639.4,2466.9,8067.5,MEP,5,18.5,1.748032448,165.7
stn34_20180727_D_LEII,8159-c,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,hypo,100,50,722.6,89.2,567.6,MEP,5,20.7,1.728,140
stn34_20180727_D_LEII,8159-a,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,epi,20,0,1889.5,1151.4,18810.1,MEP,5,20.7,1.728,140
stn34_20180727_D_LEII,8159-b,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,meta,50,20,1510,507.6,3351,MEP,5,20.7,1.728,140
stn49_20180815_N_LG,18GO55I34,stn49,2018-08-15,20180815,48,43.77025,-77.43955,64,epi,20,0,5445.36,8239.16,386.07,MEP,5,23.7,1.728,48
stn717_20180620_D_LG,8063-a,stn717,2018-06-20,20180620,34,43.30003333,-77.43335,64,epi,20,0,3693.5,437.6,3221.9,20,20,12.9,1.726037015,34
stn38_20180620_D_LG,8057-a,stn38,2018-06-20,20180620,17.7,43.3837,-77.99106667,64,epi,15,0,1253.2,5166.2,3076.2,B-,15.6,14.5,1.717807287,17.7
stn63_20180815_N_LG,18GO55I94,stn63,2018-08-15,20180815,89,43.73126667,-77.017835,64,epi,20,0,10358.35,8547.67,219.96,SRF,2,24.2,1.712,89
stn9_20180905_D_Cisco,DFO322-a,stn9,2018-09-05,20180905,66.1,43.586667,-79.395,64,epi,14,0,306.3,204.8,4924.3,Epi,14,NA,1.703629,66.1
stn43_20180522_D_LG,8012-a,stn43,2018-05-22,20180522,15.7,43.95098667,-78.04831833,64,epi,13,0,3100.6,95,2459.9,MEP,7.9,9.1,1.696,15.7
stn42_20180620_D_LG,8053-a,stn42,2018-06-20,20180620,66.45,43.83906667,-78.03611667,64,epi,20,0,490.4,766.5,8683.9,SRF,2,14.1,1.68376421,66.45
stn40_20180927_D_LG,8305-a,stn40,2018-09-27,20180927,191,43.5903,-78.0117,64,epi,20,0,6650.2,1418.2,3846,MEP,5,17.5,1.683276365,191
stn55_20180927_N_LG,8326-a,stn55,2018-09-27,20180927,189,43.4439,-77.4389,64,epi,20,0,3575.4,1448.6,3762.6,SRF,2,16.8,1.681579514,189
stn33_20180801_N_LEII,8164-a,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,epi,20,0,2172.3,1106.8,7985.6,SRF,2,18.5,1.672,141.6
stn33_20180801_N_LEII,8164-c,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,hypo,100,50,99.5,23.7,247.4,SRF,2,18.5,1.672,141.6
stn33_20180801_N_LEII,8164-b,stn33,2018-08-01,20180801,141.6,43.59716667,-78.81533333,64,meta,50,20,1096.7,94,963.9,SRF,2,18.5,1.672,141.6
stn717_20180731_D_Limnos,DFO362-a,stn717,2018-07-31,20180731,16.48,43.281667,-77.44,64,epi,9,0,287,443.6,3083.1,Fixed Depth,15.5,NA,1.6684,16.48
stn69_20180924_D_LG,8317-c,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,hypo,100,50,74.6,2.3,16.2,2,2,16.5,1.665883641,183
stn69_20180924_D_LG,8317-b,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,meta,50,20,342.3,9.8,0,2,2,16.5,1.665883641,183
stn69_20180924_D_LG,8317-a,stn69,2018-09-24,20180924,183,43.6053,-76.7147,64,epi,20,0,5755.7,2486,5536.6,2,2,16.5,1.665883641,183
stn33_20180619_D_LG,8043-a,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,epi,20,0,3772.2,421,1494.5,LEP,5,13.7,1.665077636,135.7
stn33_20180619_D_LG,8043-c,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,hypo,100,50,2.8,0.3,7,LEP,5,13.7,1.665077636,135.7
stn33_20180619_D_LG,8043-b,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,meta,50,20,5.8,0.9,12.1,LEP,5,13.7,1.665077636,135.7
stn33_20180521_D_LG,8003-b,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,meta,50,20,279.8,7.5,32.8,SRF,2,3.7,1.66,135.7
stn33_20180521_D_LG,8003-c,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,hypo,100,50,263.4,9.3,45.5,SRF,2,3.7,1.66,135.7
stn33_20180521_D_LG,8003-a,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,epi,20,0,3604.5,187.3,177,SRF,2,3.7,1.66,135.7
stn33_20180619_D_LG,8043-a,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,epi,20,0,3772.2,421,1494.5,LDCL,30,4.3,1.659456817,135.7
stn33_20180619_D_LG,8043-b,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,meta,50,20,5.8,0.9,12.1,LDCL,30,4.3,1.659456817,135.7
stn33_20180619_D_LG,8043-c,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,hypo,100,50,2.8,0.3,7,LDCL,30,4.3,1.659456817,135.7
stn49_20180622_D_LG,8059-a,stn49,2018-06-22,20180622,46.9,43.77098333,-77.42478333,64,epi,20,0,521,10091,5359.1,DCL,18,6.7,1.659032604,46.9
stn40_20180927_D_LG,8305-a,stn40,2018-09-27,20180927,191,43.5903,-78.0117,64,epi,20,0,6650.2,1418.2,3846,LEP,8,17.4,1.658184178,191
stn49_20180815_N_LG,18GO55I34,stn49,2018-08-15,20180815,48,43.77025,-77.43955,64,epi,20,0,5445.36,8239.16,386.07,SRF,2,23.7,1.656,48
stn715_20180522_N_LG,8032-a,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,epi,20,0,225.1,300.4,104.3,LEP,20,3.8,1.620280765,153.2
stn715_20180522_N_LG,8032-b,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,meta,50,20,12.9,0.4,4.6,LEP,20,3.8,1.620280765,153.2
stn715_20180522_N_LG,8032-c,stn715,2018-05-22,20180522,153.2,43.63547,-76.97046667,64,hypo,100,50,13.2,4.4,7.2,LEP,20,3.8,1.620280765,153.2
stn715_20180523_D_LG,8026-c,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,hypo,100,50,5.8,0.2,0.7,MID,76.4,3.8,1.586683112,152.7
stn715_20180523_D_LG,8026-a,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,epi,20,0,253.6,60.3,149.8,MID,76.4,3.8,1.586683112,152.7
stn715_20180523_D_LG,8026-b,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,meta,50,20,38.8,11.1,6.5,MID,76.4,3.8,1.586683112,152.7
stn29_20180726_D_LEII,8155-a,stn29,2018-07-26,20180726,30,43.81766667,-78.86966667,64,epi,30,0,915.5,971,2202.3,SRF,2,21.8,1.576,30
stn18_20180725_D_LEII,8168-a,stn18,2018-07-25,20180725,85,43.303,-79.27816667,64,epi,20,0,222,10.6,5153.6,UDCL,20,17.6,1.568,85
stn18_20180725_D_LEII,8168-a,stn18,2018-07-25,20180725,85,43.303,-79.27816667,64,epi,20,0,222,10.6,5153.6,SRF,2,22.5,1.568,85
stn38_20180620_D_LG,8057-a,stn38,2018-06-20,20180620,17.7,43.3837,-77.99106667,64,epi,15,0,1253.2,5166.2,3076.2,MID,8.5,16.7,1.567317798,17.7
stn55_20180927_N_LG,8326-a,stn55,2018-09-27,20180927,189,43.4439,-77.4389,64,epi,20,0,3575.4,1448.6,3762.6,MEP,7,16.4,1.55843054,189
stn715_20180523_D_LG,8026-c,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,hypo,100,50,5.8,0.2,0.7,SRF,2,3.9,1.557666957,152.7
stn715_20180523_D_LG,8026-a,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,epi,20,0,253.6,60.3,149.8,SRF,2,3.9,1.557666957,152.7
stn715_20180523_D_LG,8026-b,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,meta,50,20,38.8,11.1,6.5,SRF,2,3.9,1.557666957,152.7
stn41_20180522_D_LG,8014-a,stn41,2018-05-22,20180522,128,43.71656667,-78.02598333,64,epi,20,0,1206.4,306,59.5,SRF,2,3.7,1.54,128
stn28_20180619_D_LG,8041-a,stn28,2018-06-18,20180619,61.8,43.77431667,-78.85661667,64,epi,20,0,649.8,365.6,2632.2,UDCL,13,7.3,1.533317143,61.8
stn70_20180621_D_LG,8068-a,stn70,2018-06-21,20180621,166.5,43.54175167,-76.62152,64,epi,20,0,15245.4,348.6,162.1,DCL,15,8.7,1.533062615,166.5
stn29_20180521_D_LG,8000-a,stn29,2018-05-21,20180521,28.6,43.81958333,-78.8737,64,epi,20,0,502.9,107.6,399.1,SRF,2,8.4,1.532,28.6
stn34_20180731_N_LEII,8165-c,stn34,2018-07-31,20180731,141,43.4615,-78.75933333,64,hypo,100,50,66.4,8.7,516.4,LEP,8,27.7,1.528,141
stn34_20180731_N_LEII,8165-b,stn34,2018-07-31,20180731,141,43.4615,-78.75933333,64,meta,50,0,906,304.6,2010.6,LEP,8,27.7,1.528,141
stn34_20180731_N_LEII,8165-a,stn34,2018-07-31,20180731,141,43.4615,-78.75933333,64,epi,20,0,2002.4,658.1,7776.5,LEP,8,27.7,1.528,141
stn33_20180619_D_LG,8043-c,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,hypo,100,50,2.8,0.3,7,SRF,2.1,15.8,1.518427274,135.7
stn33_20180619_D_LG,8043-b,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,meta,50,20,5.8,0.9,12.1,SRF,2.1,15.8,1.518427274,135.7
stn33_20180619_D_LG,8043-a,stn33,2018-06-19,20180619,135.7,43.59638333,-78.81388333,64,epi,20,0,3772.2,421,1494.5,SRF,2.1,15.8,1.518427274,135.7
stn49_20180524_D_LG,8019-a,stn49,2018-05-24,20180524,48,43.77145167,-77.43761833,64,epi,21,0,1717.2,83.8,54.3,MEP,7,6,1.506719,48
stn49_20180524_D_LG,8019-a,stn49,2018-05-24,20180524,48,43.77145167,-77.43761833,64,epi,21,0,1717.2,83.8,54.3,SRF,2,6.5,1.50207387,48
stn63_20180621_D_LG,8065-a,stn63,2018-06-21,20180621,85.2,43.73246667,-77.01631667,64,epi,20,0,890.2,3144.3,5406.6,SRF,2,14.9,1.500907285,85.2
stn34_20180926_N_LG,8300-b,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,meta,67,20,2061.6,286.9,13111.5,DCL,25.5,6.8,1.499337698,136.3
stn34_20180926_N_LG,8300-c,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,hypo,100,50,479,24.9,167.1,DCL,25.5,6.8,1.499337698,136.3
stn34_20180926_N_LG,8300-a,stn34,2018-09-26,20180926,136.3,43.4611,-78.7594,64,epi,20,0,501.4,996.4,5002.4,DCL,25.5,6.8,1.499337698,136.3
stn41_20180522_D_LG,8014-a,stn41,2018-05-22,20180522,128,43.71656667,-78.02598333,64,epi,20,0,1206.4,306,59.5,10,10,3.7,1.48,128
stn17_20180725_D_LEII,8167-a,stn17,2018-07-25,20180725,14,43.22433333,-79.27416667,64,epi,11,0,11,813.4,2471.9,SRF,2,22.4,1.476,14
stn48_20180622_D_LG,8058-a,stn48,2018-06-22,20180622,36.2,43.879935,-77.44046667,64,epi,20,0,70.2,5866.6,7256.7,DCL,11,8.3,1.475984784,36.2
stn55_20180411_D_LG,18GO09I94,stn55,2018-04-11,20180411,189,43.44381667,-77.44155,64,epi,20,0,95.95,122.3,61.29,SRF,2.1,2.7,1.468794377,189
stn33_20180521_D_LG,8003-c,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,hypo,100,50,263.4,9.3,45.5,20,20,3.7,1.464,135.7
stn33_20180521_D_LG,8003-b,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,meta,50,20,279.8,7.5,32.8,20,20,3.7,1.464,135.7
stn33_20180521_D_LG,8003-a,stn33,2018-05-21,20180521,135.7,43.59703333,-78.81426667,64,epi,20,0,3604.5,187.3,177,20,20,3.7,1.464,135.7
stn35_20180727_D_LEII,8160-a,stn35,2018-07-27,20180727,31,43.36233333,-78.72966667,64,epi,25,0,135.4,1969.9,11987.5,B-,27.6,18.4,1.448,31
stn49_20180524_D_LG,8019-a,stn49,2018-05-24,20180524,48,43.77145167,-77.43761833,64,epi,21,0,1717.2,83.8,54.3,LEP,14,5.6,1.443023449,48
stn715_20180523_D_LG,8026-c,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,hypo,100,50,5.8,0.2,0.7,LEP,20,3.8,1.43971459,152.7
stn715_20180523_D_LG,8026-b,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,meta,50,20,38.8,11.1,6.5,LEP,20,3.8,1.43971459,152.7
stn715_20180523_D_LG,8026-a,stn715,2018-05-23,20180523,152.7,43.6358,-76.96956667,64,epi,20,0,253.6,60.3,149.8,LEP,20,3.8,1.43971459,152.7
stn33_20180925_N_LG,8299-a,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,epi,20,0,1173.2,3053.7,4381.1,LEP,15,18.5,1.427963895,133
stn33_20180925_N_LG,8299-b,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,meta,50,20,1013.8,17.8,21.4,LEP,15,18.5,1.427963895,133
stn33_20180925_N_LG,8299-c,stn33,2018-09-25,20180925,133,43.5964,-78.8144,64,hypo,100,50,87.6,1.8,34.2,LEP,15,18.5,1.427963895,133
stn70_20180621_D_LG,8068-a,stn70,2018-06-21,20180621,166.5,43.54175167,-76.62152,64,epi,20,0,15245.4,348.6,162.1,LDCL,25.2,5.3,1.422385497,166.5
stn55_20180927_N_LG,8326-a,stn55,2018-09-27,20180927,189,43.4439,-77.4389,64,epi,20,0,3575.4,1448.6,3762.6,LEP,14,15.9,1.414813299,189
stn33_20180522_N_LG,8009-b,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,meta,50,20,423,24.7,53.1,SRF,2,3.7,1.408,135.6
stn33_20180522_N_LG,8009-a,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,epi,20,0,1062.2,27.4,134.2,SRF,2,3.7,1.408,135.6
stn33_20180522_N_LG,8009-c,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,hypo,100,48,294.7,9,23.5,SRF,2,3.7,1.408,135.6
stn34_20180727_D_LEII,8159-a,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,epi,20,0,1889.5,1151.4,18810.1,LDCL,30,4.7,1.408,140
stn34_20180727_D_LEII,8159-b,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,meta,50,20,1510,507.6,3351,LDCL,30,4.7,1.408,140
stn34_20180727_D_LEII,8159-c,stn34,2018-07-27,20180727,140,43.4575,-78.75633333,64,hypo,100,50,722.6,89.2,567.6,LDCL,30,4.7,1.408,140
stn9_20180725_D_LEII,8171-a,stn9,2018-07-25,20180725,60,43.587,-79.395,64,epi,20,0,133.1,1048.5,4545.9,SRF,2,22.8,1.4,60
stn55_20180815_D_LG,18GO55I54,stn55,2018-08-15,20180815,198,43.44361667,-77.438335,64,epi,20,0,1793.57,6498.99,2026.76,UHY,37,4,1.396,198
stn19_20180620_D_Cisco,DFO314-a,stn19,2018-06-20,20180620,110.5,43.383333,-79.285,64,epi,20,0,4054.1,322.9,6103.2,Epi,8,NA,1.390756,110.5
stn18_20180905_D_Cisco,DFO330-a,stn18,2018-09-05,20180905,87,43.303333,-79.278333,64,epi,5,0,624.6,620,296.1,Epi,5,NA,1.387803,87
stn38_20180927_D_LG,8307-a,stn38,2018-09-27,20180927,16.8,43.3833,-77.9894,64,epi,14,0,581.8,3031.9,4697.2,10,10,15.4,1.375764511,16.8
stn38_20180927_D_LG,8307-a,stn38,2018-09-27,20180927,16.8,43.3833,-77.9894,64,epi,14,0,581.8,3031.9,4697.2,B2,14.8,15.2,1.375128192,16.8
stn55_20180411_D_LG,18GO09I94,stn55,2018-04-11,20180411,189,43.44381667,-77.44155,64,epi,20,0,95.95,122.3,61.29,20,20,2.7,1.36380171,189
stn33_20180522_N_LG,8009-c,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,hypo,100,48,294.7,9,23.5,MEP,10,3.7,1.348,135.6
stn33_20180522_N_LG,8009-b,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,meta,50,20,423,24.7,53.1,MEP,10,3.7,1.348,135.6
stn33_20180522_N_LG,8009-a,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,epi,20,0,1062.2,27.4,134.2,MEP,10,3.7,1.348,135.6
stn48_20180524_D_LG,8018-a,stn48,2018-05-24,20180524,35,43.881985,-77.43742167,64,epi,21,0,7170.4,153.1,2037.6,MEP,10,8.4,1.346960462,35
stn33_20180522_N_LG,8009-c,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,hypo,100,48,294.7,9,23.5,MHY,67.8,3.7,1.344,135.6
stn33_20180522_N_LG,8009-a,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,epi,20,0,1062.2,27.4,134.2,MHY,67.8,3.7,1.344,135.6
stn33_20180522_N_LG,8009-b,stn33,2018-05-22,20180522,135.6,43.60321667,-78.81972,64,meta,50,20,423,24.7,53.1,MHY,67.8,3.7,1.344,135.6
stn55_20180411_D_LG,18GO09I94,stn55,2018-04-11,20180411,189,43.44381667,-77.44155,64,epi,20,0,95.95,122.3,61.29,5,5.1,2.7,1.334128025,189
stn62_20180523_D_LG,8024-a,stn62,2018-05-23,20180523,47.3,43.82793333,-76.99306667,64,epi,20,0,660.4,616.8,1040.7,MID,23.7,5.2,1.332219068,47.3
stn34_20180521_N_LG,8010-b,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,meta,50,20,129.8,1.9,18,MHY,65.2,3.8,1.32,135.3
stn34_20180521_N_LG,8010-c,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,hypo,100,50,71.8,1.5,12,MHY,65.2,3.8,1.32,135.3
stn34_20180521_N_LG,8010-a,stn34,2018-05-21,20180521,135.3,43.460835,-78.75971667,64,epi,20,0,4253.7,492.8,1306,MHY,65.2,3.8,1.32,135.3
stn69_20180523_N_LG,8033-a,stn69,2018-05-23,20180523,191.3,43.59818333,-76.710135,64,epi,20,0,446.7,23.9,58.8,SRF,1.9,3.7,1.317817043,191.3
stn69_20180523_N_LG,8033-b,stn69,2018-05-23,20180523,191.3,43.59818333,-76.710135,64,meta,50,20,22.1,0,3.4,SRF,1.9,3.7,1.317817043,191.3
stn69_20180523_N_LG,8033-c,stn69,2018-05-23,20180523,191.3,43.59818333,-76.710135,64,hypo,100,50,13.3,0.4,11.8,SRF,1.9,3.7,1.317817043,191.3
stn49_20180622_D_LG,8059-a,stn49,2018-06-22,20180622,46.9,43.77098333,-77.42478333,64,epi,20,0,521,10091,5359.1,MEP,6,14.7,1.316523194,46.9
stn39_20180927_D_LG,8306-a,stn39,2018-09-27,20180927,152.7,43.4861,-78.0003,64,epi,20,0,293.4,2059.9,8371.3,DCL,24,10.7,1.312153803,152.7
